id	examNumber	questionNumber	category	topic	type	difficulty	question	optionA	optionB	optionC	optionD	optionE	answerIndex	correctAnswer	explanation	source	sourcePhoto	answerPhoto	image	imageAlt	imageCaption
"exam3-011"	"3"	"11"	"Instrumentation & QC"	"Instrumentation & QC"	"concept"	"1"	"Which of the following diagrams is a correctly labeled representative slice of the horizontal long axis of the left ventricular myocardium?"	"apex"	"septum"	"septum lateral wall base B superior wall"	"base"	"lateral wall septum inferior wall"	"2"	"septum lateral wall base B superior wall"	"All of the diagrams are correctly labeled cross-sectional slices of the heart: (1) transaxial, (b) short axis, (c) horizontal long axis, and (d) vertical long axis."	"Source: Crawford and Husain, 2011; p. 40."	"Question photos/Questions/Exam 3/IMG_1141.jpeg"	"Question photos/Answers/Exam 3/IMG_1221.jpeg"	"assets/question-bank/retake/exam3-011/e3q11.jpg"	"Graphic for Exam 3, Question 11."	""
"exam3-012"	"3"	"12"	"Radiopharmaceuticals"	"Radiopharmaceuticals"	"calculation"	"5"	"Stress-rest myocardial imaging performed with [99mTc] sestamibi requires two administrations of tracer, because the tracer:"	"does not redistribute once it has been taken up by the myocardium"	"rapidly washes out of the myocardium after administration"	"has too short a half-life to permit delayed imaging"	"must be administered immediately after its preparation"	"has a fast biological half-life"	"0"	"does not redistribute once it has been taken up by the myocardium"	"[99mTc] sestamibi is taken up into the myocardium in proportion to blood flow. It is taken into the myocardial cells, bound, and retained in the myocardium. Therefore, it does not redistribute the way [201Tl] thallous chloride does, making it necessary to administer tracer for both the stress and rest portions of the examination."	"Source: Crawford and Husain, 2011; p. 8."	"Question photos/Questions/Exam 3/IMG_1141.jpeg"	"Question photos/Answers/Exam 3/IMG_1221.jpeg"	""	""	""
"exam3-013"	"3"	"13"	"Clinical Procedures"	"Hepatobiliary Imaging"	"concept"	"3"	"In a normal hepatobiliary study, which of the following structures will not be visualized?"	"liver"	"common bile duct"	"spleen"	"gallbladder"	"intestines"	"2"	"spleen"	"Hepatobiliary agents are cleared from the blood by the hepatocytes in the liver. The tracer is cleared from the hepatocytes into the common bile duct and gallbladder, and from there into the small intestine."	"Source: Early and Sodee, 1995; pp. 505-506."	"Question photos/Questions/Exam 3/IMG_1141.jpeg"	"Question photos/Answers/Exam 3/IMG_1221.jpeg"	""	""	""
"exam3-014"	"3"	"14"	"Patient Care"	"Hepatobiliary Imaging"	"concept"	"4"	"In preparation for hepatobiliary imaging, patients are required to fast to:"	"prevent renal uptake of the tracer"	"enhance liver uptake of the tracer"	"minimize the risk of radioactive emesis"	"avoid stimulating the gallbladder"	"avoid gastric interterence"	"3"	"avoid stimulating the gallbladder"	"Ingestion of food may cause the gallbladder to contract, potentially causing a false-positive result; that is, the gallbladder is not visualized. While the gallbladder is contracting, tracer will not be able to flow into it."	"Source: Early and Sodee, 1995; p. 504."	"Question photos/Questions/Exam 3/IMG_1141.jpeg"	"Question photos/Answers/Exam 3/IMG_1221.jpeg"	""	""	""
"exam3-015"	"3"	"15"	"Radiopharmaceuticals"	"Radiopharmaceuticals"	"concept"	"5"	"To determine the patency of a LeVeen shunt, the radiopharmaceutical is administered into:"	"a vein"	"the circle of Willis"	"the intrathecal space"	"the shunt tubing"	"the peritoneal cavity"	"4"	"the peritoneal cavity"	"The physician performs an intraperitoneal injection of the tracer."	"Source: Early and Sodee, 1995; pp. 528-529."	"Question photos/Questions/Exam 3/IMG_1141.jpeg"	"Question photos/Answers/Exam 3/IMG_1221.jpeg"	""	""	""
"exam3-016"	"3"	"16"	"Instrumentation & QC"	"Instrumentation & QC"	"concept"	"1"	"Which of the following is the correct patient/camera positioning for imaging a transplanted kidney?"	"Patient position Supine, Camera Placement Anterior"	"Patient position Upright, Camera Placement Posterior"	"Patient position Upright, Camera Placement Anterior"	"Patient position Supine, Camera Placement Posterior"	"Patient position Supine, Camera Placement Oblique"	"0"	"Patient position Supine, Camera Placement Anterior"	"A transplanted kidney is placed in the iliac fossa. Therefore, a transplanted kidney should be imaged with the patient supine and the camera placed anteriorly over the pelvis."	"Source: Early and Sodee, 1995; p. 587."	"Question photos/Questions/Exam 3/IMG_1141.jpeg"	"Question photos/Answers/Exam 3/IMG_1221.jpeg"	""	""	""
"exam3-017"	"3"	"17"	"Instrumentation & QC"	"Renal Imaging"	"calculation"	"4"	"In performing an effective renal plasma flow determination, the injection site should be imaged to:"	"quantitate the amount of tracer deposited at the injection site"	"calculate the amount of injected activity"	"rule out tracer infiltration"	"correct the kidney transit time of the tracer"	"correct the urinary output graph"	"2"	"rule out tracer infiltration"	"Because an ERPF is a quantitative study, any tracer infiltration will invalidate the calculated ERPF values. Therefore, it is essential to confirm that the entire amount of activity was injected into the circulatory system."	"Source: Rowell, 1992; p. 41."	"Question photos/Questions/Exam 3/IMG_1141.jpeg"	"Question photos/Answers/Exam 3/IMG_1221.jpeg"	""	""	""
"exam3-018"	"3"	"18"	"Patient Care"	"Renal Imaging"	"image-interpretation"	"5"	"Radionuclide cystography performed by the direct method requires which of the following?"	"intravenous injection of the tracer"	"use of a renal agent"	"administration of furosemide"	"catheterization of the patient"	"calculation of the ERPF"	"3"	"catheterization of the patient"	"Direct radionuclide cystography requires that the patient be catheterized and the bladder drained. The tracer is then instilled into the bladder with saline. Although [99mTc] pentetate (DTPA), a renal agent, may be used, itis not required. [99mTc] sulfur colloid or [99mTc] pertechnetate may be used."	"Source: Bernier, et al., 1994; p. 355."	"Question photos/Questions/Exam 3/IMG_1141.jpeg"	"Question photos/Answers/Exam 3/IMG_1221.jpeg"	""	""	""
"exam3-019"	"3"	"19"	"Radiopharmaceuticals"	"Radiopharmaceuticals"	"concept"	"4"	"All of the following conditions may demonstrate uptake of 111In-labeled leukocytes except:"	"osteomyelitis"	"pulmonary embolism"	"dental abscess"	"ostomy site"	"fever of unknown origin"	"1"	"pulmonary embolism"	"Leukocytes accumulate in areas of infection or inflammation. Thus, they would accumulate at ostomy sites, in osteomyelitis, and in dental abscesses."	"Source: Early and Sodee, 1995; pp. 702-709."	"Question photos/Questions/Exam 3/IMG_1141.jpeg"	"Question photos/Answers/Exam 3/IMG_1221.jpeg"	""	""	""
"exam3-020"	"3"	"20"	"Patient Care"	"Patient Care"	"concept"	"5"	"Signs/symptoms that a patient is going into anaphylactic shock include all of the following except:"	"skin splotches"	"pallor"	"restlessness"	"tachycardia"	"hot, dry skin"	"4"	"hot, dry skin"	"Pale, cold, clammy skin is characteristic of shock. The patient may also exhibit restlessness and tachycardia."	"Source: Adler and Carlton, 2016; p. 262."	"Question photos/Questions/Exam 3/IMG_1141.jpeg"	"Question photos/Answers/Exam 3/IMG_1221.jpeg"	""	""	""
"exam3-021"	"3"	"21"	"Radiopharmaceuticals"	"Radiopharmaceuticals"	"concept"	"1"	"Which of the following radiopharmaceuticals crosses the intact blood-brain barrier?"	"[99mTc] pertechnetate"	"[99mTc] gluceptate"	"[99mTc] pentetate (DTPA)"	"[99mTc] bicisate (ECD)"	"[99mTc] sulfur colloid"	"3"	"[99mTc] bicisate (ECD)"	"[99mTc] gluceptate, [99mTc] pentetate (DTPA), and [99mTc] pertechnetate cross the blood-brain barrier only if disease has caused a disruption in the barrier. Therefore, these agents remain in the blood pool unless there is a disruption in the blood-brain barrier. [99mTc] bicisate (ECD) and [99mTc] exametazime (HMPAO) normally cross the blood-brain barrier and are taken up in brain tissue in proportion to blood flow."	"Source: Early and Sodee, 1995; p. 560."	"Question photos/Questions/Exam 3/IMG_1141.jpeg"	"Question photos/Answers/Exam 3/IMG_1221.jpeg"	""	""	""
"exam3-022"	"3"	"22"	"Radiopharmaceuticals"	"MAA / Pulmonary Perfusion"	"concept"	"2"	"The patency of ventriculoperitoneal shunts may be assessed with which of the following tracers?"	"[111In] chloride"	"[99mTc] MAA"	"[99mTc] bicisate (ECD)"	"[99mTc] pertechnetate"	"[99mTc] pentetate (DTPA)"	"3"	"[99mTc] pertechnetate"	"A ventriculoperitoneal shunt is designed to treat hydrocephalus by directing excess cerebral spinal fluid into the peritoneal cavity, where it is absorbed into the circulation. The patency of the shunt can be ascertained by injecting a tracer; typically [99mTc] pertechnetate, into the shunt tubing and imaging the movement of the tracer down the tube into the peritoneum. Because of the short duration of this examination, mTc may be used."	"Source: Mettler and Guiberteau, 1991; p. 74."	"Question photos/Questions/Exam 3/IMG_1143.jpeg"	"Question photos/Answers/Exam 3/IMG_1221.jpeg"	""	""	""
"exam3-023"	"3"	"23"	"Instrumentation & QC"	"Instrumentation & QC"	"concept"	"3"	"According to the FDA, written informed consent must be obtained to administer which of the following radiopharmaceuticals?"	"[123I] sodium iodide"	"[99mTc] sestamibi"	"[131I] sodium iodide"	"[99mTc] bicisate (ECD)"	"[125I] sodium iodide"	"2"	"[131I] sodium iodide"	"Written consent must be ohtained for anv radionharmacentical that is investigational. These drugs are referred to as investigational new drigs (INDs). All of the radiopharmaceuticals cited in this publication have been approved by the FDA for clinical use. That is, their new drug authonztion (NDA) has been approved, and they are referred to as NDA drugs."	"Source: Saha, 2004; p. 204."	"Question photos/Questions/Exam 3/IMG_1143.jpeg"	"Question photos/Answers/Exam 3/IMG_1221.jpeg"	""	""	""
"exam3-024"	"3"	"24"	"Instrumentation & QC"	"Bone Imaging"	"concept"	"4"	"Patient preparation for [89Sr] chloride therapy includes all of the following except:"	"nuclear medicine bone imaging"	"complete blood count"	"discontinuation of pain medication"	"renal function studies"	"correlated physical exam"	"2"	"discontinuation of pain medication"	"Elgazzar and Maxon, 1993. Patient preparation for [89Sr] chloride therapy includes total-body bone imaging to demonstrate increased tracer uptake in painful metastatic sites, a complete blood count to confirm adequate platelet and white blood cell counts, and renal function studies because the major route of tracer excretion is through the kidneys."	"Source photo: Answers/Exam 3/IMG_1222.jpeg."	"Question photos/Questions/Exam 3/IMG_1143.jpeg"	"Question photos/Answers/Exam 3/IMG_1222.jpeg"	""	""	""
"exam3-025"	"3"	"25"	"Radiation Safety"	"Thyroid Imaging"	"concept"	"5"	"Patient preparation for 131I therapy for thyroid cancer includes all of the following except:"	"ruling out pregnancy"	"diet restrictions"	"reviewing isolation requirements"	"discontinuing breast-feeding"	"administering oral potassium iodide"	"4"	"administering oral potassium iodide"	"In preparation for 131I therapy for thyroid cancer, the patient will have to be instructed about the requirements and limitations associated with being in isolation. If the patient is female, a pregnancy test must be performed immediately before the radioiodine is administered. Pregnancy is an absolute contraindication to 1131I therapy. If the woman is breast-feeding, she must discontinue this activity. Oral potassium iodide may be administered to personnel who are exposed to airborne radioiodine as a means of preventing tracer uptake in the thyroid gland."	"Source: Steves, 1999; pp. 272-280."	"Question photos/Questions/Exam 3/IMG_1143.jpeg"	"Question photos/Answers/Exam 3/IMG_1222.jpeg"	""	""	""
"exam3-026"	"3"	"26"	"Radiation Safety"	"Radiation Safety"	"concept"	"1"	"One verification method used to ensure that the correct radiopharmaceutical is being administered is to check the label found on the vial. The best times to check this label would include all of the following except:"	"before the vial is removed from the shelf"	"before the radiopharmaceutical is dispensed"	"after the vial is placed back on the shelf"	"after the radiopharmaceutical is administered to the patient"	"after the syringe shield is added"	"3"	"after the radiopharmaceutical is administered to the patient"	"Verification should be done before injection, and the label should be checked when the radiopharmaceutical is removed from the shelf, when it is dispensed, and when it is returned to the shelf."	"Source: Adler and Carlton, 2016; p. 287."	"Question photos/Questions/Exam 3/IMG_1143.jpeg"	"Question photos/Answers/Exam 3/IMG_1222.jpeg"	""	""	""
"exam3-027"	"3"	"27"	"Radiopharmaceuticals"	"Radiopharmaceuticals"	"protocol"	"2"	"When dual-radionuclide myocardial perfusion imaging is performed, which of the following tracers are used for stress and which for rest?"	"Stress: [99mTc] sestamibi; Rest: [99mTc] teboroxime (MPI)"	"Stress: [201Tl] thallous chloride; Rest: [99mTc] sestamibi"	"Stress: [99mTc] sestamibi; Rest: [201Tl] thallous chloride"	"Stress: [99mTc] sestamibi; Rest: [99mTc] labeled red blood cells"	"Stress: [99mTc] sestamibi; Rest: [99mTc] sulfur colloid"	"2"	"Stress: [99mTc] sestamibi; Rest: [201Tl] thallous chloride"	"The dual-radionuclide myocardial perfusion imaging protocol used [99mTc] sestamibi for stress imaging and [201Tl] thallous chloride for rest imaging. [99mTc] tetrofosmin (MPI) may be used in place of [99mTc] sestamibi. The dual-radionuclide protocol shortens the time that patients spend in the imaging department and is useful for evaluating myocardial ischemia and viability."	"Source: Crawford and Husain, 2011; p. 33."	"Question photos/Retake Photos/IMG_1318.jpeg"	"Question photos/Answers/Exam 3/IMG_1222.jpeg"	""	""	""
